cell,protein
OVCAR-5,16086
OVCAR-5,5110
OVCAR-5,15526
OVCAR-5,3452
OVCAR-5,7583
OVCAR-5,9446
OVCAR-5,14382
OVCAR-5,12164
OVCAR-5,15853
OVCAR-5,13574
OVCAR-5,7903
OVCAR-5,3245
OVCAR-5,16575
OVCAR-5,11669
OVCAR-5,3137
OVCAR-5,11191
OVCAR-5,15737
OVCAR-5,16450
OVCAR-5,16358
OVCAR-5,5008
OVCAR-5,15186
OVCAR-5,12652
OVCAR-5,8223
OVCAR-5,12933
OVCAR-5,3502
OVCAR-5,15080
OVCAR-5,3647
OVCAR-5,402
OVCAR-5,15191
OVCAR-5,1847
OVCAR-5,4032
OVCAR-5,4790
OVCAR-5,1512
OVCAR-5,6814
OVCAR-5,4967
OVCAR-5,11934
OVCAR-5,1278
OVCAR-5,2786
OVCAR-5,6925
OVCAR-5,14731
OVCAR-5,15508
OVCAR-5,5115
OVCAR-5,7826
OVCAR-5,12706
OVCAR-5,2007
OVCAR-5,15378
OVCAR-5,14002
OVCAR-5,8410
OVCAR-5,15956
OVCAR-5,14773
OVCAR-5,17158
OVCAR-5,6047
OVCAR-5,15792
OVCAR-5,5806
OVCAR-5,7497
OVCAR-5,10125
OVCAR-5,15123
OVCAR-5,4394
OVCAR-5,17130
OVCAR-5,8496
OVCAR-5,864
OVCAR-5,14758
OVCAR-5,14484
OVCAR-5,449
OVCAR-5,1287
OVCAR-5,3035
OVCAR-5,15149
OVCAR-5,16433
OVCAR-5,17015
OVCAR-5,9165
OVCAR-5,12126
OVCAR-5,14732
OVCAR-5,9639
OVCAR-5,2362
OVCAR-5,3461
OVCAR-5,15498
OVCAR-5,10665
OVCAR-5,747
OVCAR-5,16646
OVCAR-5,7038
OVCAR-5,16081
OVCAR-5,16278
OVCAR-5,8238
OVCAR-5,13356
OVCAR-5,13436
OVCAR-5,8236
OVCAR-5,6928
OVCAR-5,4302
OVCAR-5,12445
OVCAR-5,14577
OVCAR-5,3186
OVCAR-5,14775
OVCAR-5,8609
OVCAR-5,10401
OVCAR-5,8555
OVCAR-5,12008
OVCAR-5,14523
OVCAR-5,1333
OVCAR-5,12501
OVCAR-5,5493
OVCAR-5,11044
OVCAR-5,13026
OVCAR-5,10617
OVCAR-5,16068
OVCAR-5,13270
OVCAR-5,5172
OVCAR-5,2872
OVCAR-5,3337
OVCAR-5,8230
OVCAR-5,15508
OVCAR-5,8233
OVCAR-5,6256
OVCAR-5,14694
OVCAR-5,6308
OVCAR-5,14841
OVCAR-5,5298
OVCAR-5,11701
OVCAR-5,15793
OVCAR-5,2508
OVCAR-5,853
OVCAR-5,11382
OVCAR-5,8252
OVCAR-5,5516
OVCAR-5,5080
OVCAR-5,2391
OVCAR-5,4764
OVCAR-5,9203
OVCAR-5,10089
OVCAR-5,3183
OVCAR-5,2725
OVCAR-5,16426
OVCAR-5,14798
OVCAR-5,9286
OVCAR-5,13948
OVCAR-5,967
OVCAR-5,8821
OVCAR-5,15967
OVCAR-5,1405
OVCAR-5,4305
OVCAR-5,5194
OVCAR-5,14151
OVCAR-5,4656
OVCAR-5,11624
OVCAR-5,5539
OVCAR-5,2573
OVCAR-5,15260
OVCAR-5,8234
OVCAR-5,10443
OVCAR-5,6855
OVCAR-5,4864
OVCAR-5,16586
OVCAR-5,4438
OVCAR-5,5976
OVCAR-5,13227
OVCAR-5,9095
OVCAR-5,16191
OVCAR-5,13680
OVCAR-5,16086
OVCAR-5,11740
OVCAR-5,12193
OVCAR-5,6145
OVCAR-5,15810
OVCAR-5,15765
OVCAR-5,17088
OVCAR-5,14461
OVCAR-5,15394
OVCAR-5,5069
OVCAR-5,16374
OVCAR-5,8701
OVCAR-5,14968
OVCAR-5,10759
OVCAR-5,6473
OVCAR-5,14659
OVCAR-5,15593
OVCAR-5,10191
OVCAR-5,625
OVCAR-5,6423
OVCAR-5,4076
OVCAR-5,16472
OVCAR-5,2174
OVCAR-5,15667
OVCAR-5,12427
OVCAR-5,1021
OVCAR-5,10210
OVCAR-5,1181
OVCAR-5,13532
OVCAR-5,10289
OVCAR-5,4950
OVCAR-5,12178
OVCAR-5,7997
OVCAR-5,13537
OVCAR-5,122
OVCAR-5,6960
OVCAR-5,9670
OVCAR-5,15292
OVCAR-5,996
OVCAR-5,2340
OVCAR-5,5594
OVCAR-5,15774
OVCAR-5,15481
OVCAR-5,16075
OVCAR-5,7203
OVCAR-5,1475
OVCAR-5,11633
OVCAR-5,6114
OVCAR-5,15369
OVCAR-5,3250
OVCAR-5,4700
OVCAR-5,13425
OVCAR-5,6554
OVCAR-5,443
OVCAR-5,6335
OVCAR-5,1338
OVCAR-5,16166
OVCAR-5,14488
OVCAR-5,10423
OVCAR-5,473
OVCAR-5,9938
OVCAR-5,16564
OVCAR-5,12277
OVCAR-5,1574
OVCAR-5,1935
OVCAR-5,15960
OVCAR-5,7725
OVCAR-5,11332
OVCAR-5,2522
OVCAR-5,9597
OVCAR-5,6426
OVCAR-5,13052
OVCAR-5,14800
OVCAR-5,4646
OVCAR-5,12299
OVCAR-5,7856
OVCAR-5,3367
OVCAR-5,8235
OVCAR-5,5682
OVCAR-5,9671
OVCAR-5,14136
OVCAR-5,6086
OVCAR-5,10614
OVCAR-5,9200
OVCAR-5,1195
OVCAR-5,8499
OVCAR-5,596
OVCAR-5,15621
OVCAR-5,11723
OVCAR-5,4121
OVCAR-5,4467
OVCAR-5,4891
OVCAR-5,8106
OVCAR-5,16177
OVCAR-5,13736
OVCAR-5,10694
OVCAR-5,2548
OVCAR-5,7414
OVCAR-5,16860
OVCAR-5,2414
OVCAR-5,3217
OVCAR-5,1266
OVCAR-5,7142
OVCAR-5,5065
OVCAR-5,16413
OVCAR-5,3161
OVCAR-5,16199
OVCAR-5,2686
OVCAR-5,2243
OVCAR-5,14979
OVCAR-5,15223
OVCAR-5,3308
OVCAR-5,3082
OVCAR-5,12865
OVCAR-5,7118
OVCAR-5,7566
OVCAR-5,1400
OVCAR-5,9700
OVCAR-5,10219
OVCAR-5,9981
OVCAR-5,12526
OVCAR-5,13324
OVCAR-5,12804
OVCAR-5,5074
OVCAR-5,723
OVCAR-5,15272
OVCAR-5,15816
OVCAR-5,2560
OVCAR-5,7245
OVCAR-5,9676
OVCAR-5,12615
OVCAR-5,1233
OVCAR-5,14367
OVCAR-5,1545
OVCAR-5,7670
OVCAR-5,14086
OVCAR-5,5673
OVCAR-5,4804
OVCAR-5,12621
OVCAR-5,12544
OVCAR-5,2280
OVCAR-5,14718
OVCAR-5,7071
OVCAR-5,1474
OVCAR-5,7666
OVCAR-5,15200
OVCAR-5,5558
OVCAR-5,7420
OVCAR-5,9537
OVCAR-5,8724
OVCAR-5,16170
OVCAR-5,9093
OVCAR-5,4304
OVCAR-5,10465
OVCAR-5,15850
OVCAR-5,7517
OVCAR-5,4186
OVCAR-5,16821
OVCAR-5,12914
OVCAR-5,2010
OVCAR-5,15042
OVCAR-5,12079
OVCAR-8,4416
OVCAR-8,10771
OVCAR-8,17083
OVCAR-8,320
OVCAR-8,487
OVCAR-8,14608
OVCAR-8,8229
OVCAR-8,848
OVCAR-8,9703
OVCAR-8,12363
OVCAR-8,8563
OVCAR-8,1513
OVCAR-8,2314
OVCAR-8,8555
OVCAR-8,10779
OVCAR-8,4791
OVCAR-8,1616
OVCAR-8,7949
OVCAR-8,1904
OVCAR-8,16086
OVCAR-8,16493
OVCAR-8,15526
OVCAR-8,3452
OVCAR-8,8751
OVCAR-8,12164
OVCAR-8,15853
OVCAR-8,13574
OVCAR-8,7903
OVCAR-8,3245
OVCAR-8,17088
OVCAR-8,6448
OVCAR-8,14761
OVCAR-8,11669
OVCAR-8,11191
OVCAR-8,9340
OVCAR-8,15737
OVCAR-8,5805
OVCAR-8,11325
OVCAR-8,4845
OVCAR-8,427
OVCAR-8,4956
OVCAR-8,15186
OVCAR-8,7273
OVCAR-8,12652
OVCAR-8,8223
OVCAR-8,12933
OVCAR-8,3502
OVCAR-8,15080
OVCAR-8,3647
OVCAR-8,402
OVCAR-8,15607
OVCAR-8,5369
OVCAR-8,6574
OVCAR-8,9898
OVCAR-8,4032
OVCAR-8,15915
OVCAR-8,4790
OVCAR-8,20
OVCAR-8,4967
OVCAR-8,1278
OVCAR-8,5569
OVCAR-8,6925
OVCAR-8,14731
OVCAR-8,15508
OVCAR-8,7826
OVCAR-8,12706
OVCAR-8,2007
OVCAR-8,15535
OVCAR-8,15378
OVCAR-8,4638
OVCAR-8,14002
OVCAR-8,8308
OVCAR-8,14773
OVCAR-8,16926
OVCAR-8,4140
OVCAR-8,6047
OVCAR-8,15792
OVCAR-8,5806
OVCAR-8,7497
OVCAR-8,10125
OVCAR-8,15123
OVCAR-8,3120
OVCAR-8,4394
OVCAR-8,10376
OVCAR-8,8496
OVCAR-8,864
OVCAR-8,14758
OVCAR-8,728
OVCAR-8,15149
OVCAR-8,17015
OVCAR-8,9273
OVCAR-8,12126
OVCAR-8,10974
OVCAR-8,13421
OVCAR-8,9639
OVCAR-8,2362
OVCAR-8,1579
OVCAR-8,15498
OVCAR-8,16688
OVCAR-8,10665
OVCAR-8,15760
OVCAR-8,16646
OVCAR-8,7038
OVCAR-8,16081
OVCAR-8,16278
OVCAR-8,8238
OVCAR-8,15814
OVCAR-8,6362
OVCAR-8,8236
OVCAR-8,6928
OVCAR-8,12445
OVCAR-8,1073
OVCAR-8,3186
OVCAR-8,14775
OVCAR-8,8555
OVCAR-8,12008
OVCAR-8,14523
OVCAR-8,1333
OVCAR-8,5493
OVCAR-8,11044
OVCAR-8,10359
OVCAR-8,13026
OVCAR-8,11736
OVCAR-8,9561
OVCAR-8,10617
OVCAR-8,16068
OVCAR-8,5498
OVCAR-8,2717
OVCAR-8,5172
OVCAR-8,14298
OVCAR-8,15349
OVCAR-8,2872
OVCAR-8,3337
OVCAR-8,8230
OVCAR-8,8233
OVCAR-8,6256
OVCAR-8,13168
OVCAR-8,5383
OVCAR-8,6308
OVCAR-8,1605
OVCAR-8,16926
OVCAR-8,13958
OVCAR-8,12538
OVCAR-8,429
OVCAR-8,678
OVCAR-8,15793
OVCAR-8,2508
OVCAR-8,853
OVCAR-8,809
OVCAR-8,5516
OVCAR-8,13576
OVCAR-8,2391
OVCAR-8,9203
OVCAR-8,10089
OVCAR-8,3183
OVCAR-8,5555
OVCAR-8,16426
OVCAR-8,14798
OVCAR-8,13948
OVCAR-8,967
OVCAR-8,15967
OVCAR-8,13510
OVCAR-8,1405
OVCAR-8,11212
OVCAR-8,4305
OVCAR-8,11624
OVCAR-8,5539
OVCAR-8,15260
OVCAR-8,8234
OVCAR-8,16586
OVCAR-8,5387
OVCAR-8,14449
OVCAR-8,5976
OVCAR-8,13227
OVCAR-8,16191
OVCAR-8,16670
OVCAR-8,16086
OVCAR-8,4812
OVCAR-8,15276
OVCAR-8,12193
OVCAR-8,12413
OVCAR-8,3341
OVCAR-8,16441
OVCAR-8,6145
OVCAR-8,15810
OVCAR-8,15765
OVCAR-8,17088
OVCAR-8,14461
OVCAR-8,7802
OVCAR-8,15394
OVCAR-8,16374
OVCAR-8,8701
OVCAR-8,10759
OVCAR-8,14029
OVCAR-8,16643
OVCAR-8,14659
OVCAR-8,15593
OVCAR-8,4797
OVCAR-8,6872
OVCAR-8,6746
OVCAR-8,625
OVCAR-8,6423
OVCAR-8,15229
OVCAR-8,6139
OVCAR-8,12427
OVCAR-8,1021
OVCAR-8,10210
OVCAR-8,10289
OVCAR-8,4117
OVCAR-8,3530
OVCAR-8,14604
OVCAR-8,6960
OVCAR-8,15292
OVCAR-8,703
OVCAR-8,2340
OVCAR-8,12654
OVCAR-8,13541
OVCAR-8,15774
OVCAR-8,15481
OVCAR-8,10967
OVCAR-8,12633
OVCAR-8,6770
OVCAR-8,11633
OVCAR-8,15369
OVCAR-8,4858
OVCAR-8,8515
OVCAR-8,4700
OVCAR-8,13425
OVCAR-8,6554
OVCAR-8,13332
OVCAR-8,6335
OVCAR-8,16166
OVCAR-8,14488
OVCAR-8,12277
OVCAR-8,3768
OVCAR-8,1935
OVCAR-8,6150
OVCAR-8,7725
OVCAR-8,11332
OVCAR-8,16629
OVCAR-8,5368
OVCAR-8,84
OVCAR-8,9597
OVCAR-8,6426
OVCAR-8,14026
OVCAR-8,14800
OVCAR-8,7856
OVCAR-8,3367
OVCAR-8,8235
OVCAR-8,6983
OVCAR-8,5682
OVCAR-8,9671
OVCAR-8,14136
OVCAR-8,17093
OVCAR-8,11128
OVCAR-8,9200
OVCAR-8,8499
OVCAR-8,3195
OVCAR-8,596
OVCAR-8,15621
OVCAR-8,4121
OVCAR-8,237
OVCAR-8,4467
OVCAR-8,4891
OVCAR-8,8106
OVCAR-8,16177
OVCAR-8,13736
OVCAR-8,10694
OVCAR-8,16858
OVCAR-8,7414
OVCAR-8,16860
OVCAR-8,2414
OVCAR-8,3217
OVCAR-8,7142
OVCAR-8,16413
OVCAR-8,16199
OVCAR-8,240
OVCAR-8,2686
OVCAR-8,14979
OVCAR-8,3308
OVCAR-8,11662
OVCAR-8,3082
OVCAR-8,12865
OVCAR-8,7118
OVCAR-8,10219
OVCAR-8,9981
OVCAR-8,8838
OVCAR-8,12526
OVCAR-8,13324
OVCAR-8,12804
OVCAR-8,5074
OVCAR-8,723
OVCAR-8,15272
OVCAR-8,12419
OVCAR-8,17088
OVCAR-8,15816
OVCAR-8,2560
OVCAR-8,8080
OVCAR-8,8432
OVCAR-8,9676
OVCAR-8,12615
OVCAR-8,513
OVCAR-8,1233
OVCAR-8,14367
OVCAR-8,7899
OVCAR-8,3820
OVCAR-8,11153
OVCAR-8,7601
OVCAR-8,7670
OVCAR-8,5673
OVCAR-8,4804
OVCAR-8,12621
OVCAR-8,12544
OVCAR-8,17034
OVCAR-8,16926
OVCAR-8,2280
OVCAR-8,14718
OVCAR-8,1474
OVCAR-8,7666
OVCAR-8,15200
OVCAR-8,5558
OVCAR-8,10163
OVCAR-8,16170
OVCAR-8,9093
OVCAR-8,4304
OVCAR-8,10465
OVCAR-8,17093
OVCAR-8,15850
OVCAR-8,7517
OVCAR-8,4186
OVCAR-8,11624
OVCAR-8,2010
OVCAR-8,14018
OVCAR-8,15042
OVCAR3,4306
OVCAR3,1402
OVCAR3,320
OVCAR3,487
OVCAR3,14608
OVCAR3,8229
OVCAR3,15330
OVCAR3,848
OVCAR3,9703
OVCAR3,12363
OVCAR3,15466
OVCAR3,15894
OVCAR3,1513
OVCAR3,2314
OVCAR3,10779
OVCAR3,2812
OVCAR3,4791
OVCAR3,7949
OVCAR3,1904
OVCAR3,16086
OVCAR3,5110
OVCAR3,16493
OVCAR3,15526
OVCAR3,3452
OVCAR3,8751
OVCAR3,12164
OVCAR3,15853
OVCAR3,13574
OVCAR3,7903
OVCAR3,3245
OVCAR3,12147
OVCAR3,14761
OVCAR3,11669
OVCAR3,8722
OVCAR3,11191
OVCAR3,16819
OVCAR3,9340
OVCAR3,15737
OVCAR3,14753
OVCAR3,13660
OVCAR3,4845
OVCAR3,13887
OVCAR3,15186
OVCAR3,12652
OVCAR3,8223
OVCAR3,12933
OVCAR3,3502
OVCAR3,15080
OVCAR3,9898
OVCAR3,4032
OVCAR3,4790
OVCAR3,4967
OVCAR3,16976
OVCAR3,1278
OVCAR3,14731
OVCAR3,15508
OVCAR3,12706
OVCAR3,2007
OVCAR3,15535
OVCAR3,15378
OVCAR3,4638
OVCAR3,14773
OVCAR3,16926
OVCAR3,14980
OVCAR3,15792
OVCAR3,5806
OVCAR3,7924
OVCAR3,7497
OVCAR3,12893
OVCAR3,10125
OVCAR3,15123
OVCAR3,3120
OVCAR3,13466
OVCAR3,4394
OVCAR3,10376
OVCAR3,15758
OVCAR3,864
OVCAR3,14758
OVCAR3,8564
OVCAR3,449
OVCAR3,9165
OVCAR3,12126
OVCAR3,14732
OVCAR3,9639
OVCAR3,5219
OVCAR3,1579
OVCAR3,10665
OVCAR3,15760
OVCAR3,16646
OVCAR3,16081
OVCAR3,16278
OVCAR3,8238
OVCAR3,15814
OVCAR3,8236
OVCAR3,6928
OVCAR3,4302
OVCAR3,12445
OVCAR3,3186
OVCAR3,14775
OVCAR3,8241
OVCAR3,10401
OVCAR3,12008
OVCAR3,14523
OVCAR3,1333
OVCAR3,5493
OVCAR3,13026
OVCAR3,9561
OVCAR3,10617
OVCAR3,17088
OVCAR3,16068
OVCAR3,13270
OVCAR3,570
OVCAR3,6553
OVCAR3,17093
OVCAR3,13227
OVCAR3,2717
OVCAR3,5172
OVCAR3,3337
OVCAR3,8230
OVCAR3,8233
OVCAR3,6256
OVCAR3,13168
OVCAR3,14694
OVCAR3,6308
OVCAR3,1605
OVCAR3,16926
OVCAR3,7163
OVCAR3,12538
OVCAR3,9892
OVCAR3,8717
OVCAR3,7838
OVCAR3,15793
OVCAR3,2508
OVCAR3,853
OVCAR3,2420
OVCAR3,809
OVCAR3,5516
OVCAR3,2391
OVCAR3,10089
OVCAR3,16426
OVCAR3,14798
OVCAR3,7965
OVCAR3,13948
OVCAR3,967
OVCAR3,17093
OVCAR3,15967
OVCAR3,1405
OVCAR3,11212
OVCAR3,4305
OVCAR3,188
OVCAR3,5539
OVCAR3,8234
OVCAR3,16586
OVCAR3,5387
OVCAR3,4803
OVCAR3,13227
OVCAR3,16191
OVCAR3,15351
OVCAR3,16670
OVCAR3,12118
OVCAR3,16086
OVCAR3,12193
OVCAR3,3341
OVCAR3,16441
OVCAR3,6145
OVCAR3,17088
OVCAR3,14461
OVCAR3,7802
OVCAR3,15394
OVCAR3,5069
OVCAR3,16374
OVCAR3,10759
OVCAR3,14029
OVCAR3,15593
OVCAR3,8240
OVCAR3,625
OVCAR3,6423
OVCAR3,15229
OVCAR3,1295
OVCAR3,16472
OVCAR3,2174
OVCAR3,15667
OVCAR3,1021
OVCAR3,10210
OVCAR3,1181
OVCAR3,7141
OVCAR3,10289
OVCAR3,11864
OVCAR3,122
OVCAR3,15292
OVCAR3,703
OVCAR3,2340
OVCAR3,13601
OVCAR3,12633
OVCAR3,7203
OVCAR3,11832
OVCAR3,11633
OVCAR3,15369
OVCAR3,4700
OVCAR3,13425
OVCAR3,15338
OVCAR3,14255
OVCAR3,6335
OVCAR3,1338
OVCAR3,16166
OVCAR3,14488
OVCAR3,9938
OVCAR3,12277
OVCAR3,3768
OVCAR3,1935
OVCAR3,7725
OVCAR3,5368
OVCAR3,7836
OVCAR3,9597
OVCAR3,14800
OVCAR3,3806
OVCAR3,7856
OVCAR3,3367
OVCAR3,11687
OVCAR3,8235
OVCAR3,9671
OVCAR3,14136
OVCAR3,11128
OVCAR3,9200
OVCAR3,4014
OVCAR3,8499
OVCAR3,596
OVCAR3,15621
OVCAR3,4121
OVCAR3,237
OVCAR3,4467
OVCAR3,4891
OVCAR3,8106
OVCAR3,291
OVCAR3,16177
OVCAR3,13736
OVCAR3,10605
OVCAR3,8232
OVCAR3,10694
OVCAR3,16858
OVCAR3,7414
OVCAR3,16860
OVCAR3,2414
OVCAR3,3217
OVCAR3,7142
OVCAR3,14187
OVCAR3,16413
OVCAR3,3161
OVCAR3,16199
OVCAR3,7736
OVCAR3,2686
OVCAR3,16236
OVCAR3,2516
OVCAR3,14979
OVCAR3,3308
OVCAR3,11662
OVCAR3,3082
OVCAR3,7118
OVCAR3,1400
OVCAR3,10219
OVCAR3,9981
OVCAR3,12526
OVCAR3,12375
OVCAR3,13324
OVCAR3,5074
OVCAR3,723
OVCAR3,15272
OVCAR3,17088
OVCAR3,15816
OVCAR3,11016
OVCAR3,9676
OVCAR3,1233
OVCAR3,14367
OVCAR3,11153
OVCAR3,6052
OVCAR3,13917
OVCAR3,7670
OVCAR3,5673
OVCAR3,4804
OVCAR3,12621
OVCAR3,12544
OVCAR3,16926
OVCAR3,2280
OVCAR3,14718
OVCAR3,1474
OVCAR3,7666
OVCAR3,15200
OVCAR3,16356
OVCAR3,10163
OVCAR3,16170
OVCAR3,9093
OVCAR3,4304
OVCAR3,10465
OVCAR3,15850
OVCAR3,7517
OVCAR3,4186
OVCAR3,11624
OVCAR3,12914
OVCAR3,2010
OVCAR3,15042
PC-3,3003
PC-3,4416
PC-3,7624
PC-3,8160
PC-3,17083
PC-3,12653
PC-3,320
PC-3,487
PC-3,14608
PC-3,8229
PC-3,15330
PC-3,8581
PC-3,848
PC-3,9703
PC-3,1513
PC-3,2314
PC-3,10779
PC-3,4791
PC-3,9185
PC-3,7949
PC-3,16314
PC-3,4836
PC-3,1904
PC-3,16086
PC-3,5110
PC-3,16493
PC-3,15526
PC-3,3452
PC-3,7583
PC-3,10553
PC-3,8751
PC-3,12164
PC-3,15853
PC-3,13574
PC-3,1823
PC-3,7903
PC-3,3245
PC-3,11669
PC-3,3137
PC-3,11191
PC-3,15737
PC-3,5805
PC-3,11474
PC-3,2905
PC-3,13660
PC-3,13887
PC-3,15186
PC-3,7273
PC-3,12652
PC-3,8223
PC-3,12933
PC-3,3502
PC-3,15080
PC-3,402
PC-3,4067
PC-3,6574
PC-3,7147
PC-3,9898
PC-3,9665
PC-3,4032
PC-3,13600
PC-3,4790
PC-3,6814
PC-3,4967
PC-3,1278
PC-3,14731
PC-3,15508
PC-3,7826
PC-3,12706
PC-3,13698
PC-3,2007
PC-3,15535
PC-3,15378
PC-3,14002
PC-3,14773
PC-3,4140
PC-3,6047
PC-3,13584
PC-3,11123
PC-3,15792
PC-3,5806
PC-3,7497
PC-3,14846
PC-3,10125
PC-3,15123
PC-3,16876
PC-3,3120
PC-3,4394
PC-3,10376
PC-3,8496
PC-3,864
PC-3,14758
PC-3,449
PC-3,3035
PC-3,9165
PC-3,9273
PC-3,12126
PC-3,9639
PC-3,11900
PC-3,2362
PC-3,1579
PC-3,9009
PC-3,10665
PC-3,14445
PC-3,10952
PC-3,7038
PC-3,16081
PC-3,16278
PC-3,8238
PC-3,15814
PC-3,6941
PC-3,8236
PC-3,3186
PC-3,14775
PC-3,8241
PC-3,8555
PC-3,12008
PC-3,14523
PC-3,1333
PC-3,5493
PC-3,11044
PC-3,9561
PC-3,10617
PC-3,16068
PC-3,13270
PC-3,2717
PC-3,14298
PC-3,2872
PC-3,6060
PC-3,8230
PC-3,8233
PC-3,6256
PC-3,13168
PC-3,14694
PC-3,6308
PC-3,1605
PC-3,11561
PC-3,10595
PC-3,678
PC-3,1675
PC-3,15793
PC-3,853
PC-3,4066
PC-3,10679
PC-3,809
PC-3,5516
PC-3,5080
PC-3,13655
PC-3,2391
PC-3,9203
PC-3,10089
PC-3,10378
PC-3,3285
PC-3,3183
PC-3,5555
PC-3,16426
PC-3,14798
PC-3,9286
PC-3,13948
PC-3,967
PC-3,8821
PC-3,15967
PC-3,10188
PC-3,4305
PC-3,5539
PC-3,3534
PC-3,8234
PC-3,10443
PC-3,12623
PC-3,16586
PC-3,5387
PC-3,14449
PC-3,13227
PC-3,17022
PC-3,16191
PC-3,16086
PC-3,12193
PC-3,16441
PC-3,6145
PC-3,15810
PC-3,3419
PC-3,15765
PC-3,10456
PC-3,17088
PC-3,14461
PC-3,15394
PC-3,14242
PC-3,16374
PC-3,11453
PC-3,10759
PC-3,14029
PC-3,16643
PC-3,15593
PC-3,6746
PC-3,625
PC-3,6423
PC-3,5150
PC-3,5220
PC-3,15229
PC-3,4076
PC-3,16472
PC-3,2174
PC-3,1232
PC-3,1021
PC-3,10210
PC-3,10289
PC-3,7679
PC-3,285
PC-3,6960
PC-3,15292
PC-3,703
PC-3,2424
PC-3,12654
PC-3,15774
PC-3,15481
PC-3,10967
PC-3,12633
PC-3,1475
PC-3,795
PC-3,11832
PC-3,11633
PC-3,15369
PC-3,4700
PC-3,13425
PC-3,6554
PC-3,14255
PC-3,1068
PC-3,9635
PC-3,6335
PC-3,1955
PC-3,1338
PC-3,16166
PC-3,14488
PC-3,4360
PC-3,10423
PC-3,473
PC-3,12277
PC-3,3768
PC-3,1935
PC-3,15960
PC-3,7725
PC-3,4688
PC-3,13951
PC-3,5368
PC-3,84
PC-3,9597
PC-3,13052
PC-3,14800
PC-3,12299
PC-3,12599
PC-3,7856
PC-3,3367
PC-3,8235
PC-3,5260
PC-3,9671
PC-3,14136
PC-3,17093
PC-3,11128
PC-3,11527
PC-3,9200
PC-3,8499
PC-3,3195
PC-3,15357
PC-3,15621
PC-3,4121
PC-3,237
PC-3,4467
PC-3,4891
PC-3,8106
PC-3,16177
PC-3,13736
PC-3,10605
PC-3,10694
PC-3,12021
PC-3,7414
PC-3,16860
PC-3,2414
PC-3,3217
PC-3,7142
PC-3,16413
PC-3,3161
PC-3,16199
PC-3,2686
PC-3,14979
PC-3,3308
PC-3,11662
PC-3,12865
PC-3,7118
PC-3,9700
PC-3,10219
PC-3,9981
PC-3,8838
PC-3,12526
PC-3,549
PC-3,12375
PC-3,13324
PC-3,1837
PC-3,16887
PC-3,12804
PC-3,5074
PC-3,8930
PC-3,723
PC-3,15272
PC-3,15816
PC-3,2560
PC-3,5379
PC-3,5557
PC-3,7921
PC-3,9676
PC-3,12615
PC-3,1233
PC-3,14367
PC-3,8250
PC-3,7899
PC-3,3820
PC-3,11153
PC-3,2518
PC-3,2448
PC-3,713
PC-3,7670
PC-3,5673
PC-3,4804
PC-3,12621
PC-3,12544
PC-3,6600
PC-3,2280
PC-3,14718
PC-3,1474
PC-3,7666
PC-3,10855
PC-3,15200
PC-3,5558
PC-3,10532
PC-3,16170
PC-3,14355
PC-3,9093
PC-3,10465
PC-3,15850
PC-3,7517
PC-3,4186
PC-3,11624
PC-3,12914
PC-3,2010
PC-3,14018
PC-3,15042
PC-3,4297
RPMI-8226,4306
RPMI-8226,6908
RPMI-8226,10771
RPMI-8226,2146
RPMI-8226,9615
RPMI-8226,320
RPMI-8226,13220
RPMI-8226,14608
RPMI-8226,8229
RPMI-8226,11070
RPMI-8226,848
RPMI-8226,13982
RPMI-8226,1513
RPMI-8226,2314
RPMI-8226,10779
RPMI-8226,4791
RPMI-8226,7949
RPMI-8226,3416
RPMI-8226,16314
RPMI-8226,4836
RPMI-8226,1904
RPMI-8226,16086
RPMI-8226,5110
RPMI-8226,15526
RPMI-8226,3452
RPMI-8226,10553
RPMI-8226,9446
RPMI-8226,14382
RPMI-8226,8751
RPMI-8226,12164
RPMI-8226,14832
RPMI-8226,13574
RPMI-8226,7903
RPMI-8226,3245
RPMI-8226,14666
RPMI-8226,6844
RPMI-8226,11669
RPMI-8226,11191
RPMI-8226,15737
RPMI-8226,14753
RPMI-8226,16358
RPMI-8226,13887
RPMI-8226,15186
RPMI-8226,7273
RPMI-8226,12652
RPMI-8226,8223
RPMI-8226,3502
RPMI-8226,15080
RPMI-8226,3647
RPMI-8226,6334
RPMI-8226,4032
RPMI-8226,4790
RPMI-8226,6814
RPMI-8226,4967
RPMI-8226,5569
RPMI-8226,14731
RPMI-8226,17159
RPMI-8226,15243
RPMI-8226,682
RPMI-8226,12706
RPMI-8226,13698
RPMI-8226,2007
RPMI-8226,15535
RPMI-8226,15378
RPMI-8226,14002
RPMI-8226,8308
RPMI-8226,521
RPMI-8226,6047
RPMI-8226,13584
RPMI-8226,15300
RPMI-8226,15792
RPMI-8226,5806
RPMI-8226,430
RPMI-8226,7497
RPMI-8226,12893
RPMI-8226,10125
RPMI-8226,15123
RPMI-8226,3120
RPMI-8226,4394
RPMI-8226,17130
RPMI-8226,10376
RPMI-8226,864
RPMI-8226,14758
RPMI-8226,449
RPMI-8226,9273
RPMI-8226,10767
RPMI-8226,12126
RPMI-8226,9639
RPMI-8226,4225
RPMI-8226,9009
RPMI-8226,16605
RPMI-8226,10665
RPMI-8226,7038
RPMI-8226,2226
RPMI-8226,16081
RPMI-8226,16278
RPMI-8226,8238
RPMI-8226,15814
RPMI-8226,8236
RPMI-8226,4302
RPMI-8226,152
RPMI-8226,12445
